"","Date","Province","negative","presumptive_negative","under_investigation","presumptive_positive","confirmed_positive","resolved","deceased","total_testing","Hospitalization","ICU","Ventilator","source","Note","SourceNewTests","SourceTotalTests","SourceNewConfirmations","SourceCumConfirmations","calcTotal","bestTotal","cumConfirmations","newConfirmations","newTests","prop"
"565",2020-03-26,"NS",3201,NA,NA,NA,73,NA,0,NA,NA,NA,NA,"Input",NA,NA,NA,NA,NA,3274,3274,73,5,434,0.0115207373271889
"566",2020-03-27,"NS",3649,NA,NA,NA,90,NA,0,NA,NA,NA,NA,"Input",NA,NA,NA,NA,NA,3739,3739,90,17,465,0.0365591397849462
"567",2020-03-28,"NS",4031,NA,NA,NA,110,NA,0,NA,NA,NA,NA,"Input",NA,NA,NA,NA,NA,4141,4141,110,20,402,0.0497512437810945
"568",2020-03-29,"NS",4731,NA,NA,NA,122,NA,0,NA,NA,NA,NA,"Input",NA,NA,NA,NA,NA,4853,4853,122,12,712,0.0168539325842697
"569",2020-03-30,"NS",5045,NA,NA,NA,127,NA,0,NA,NA,NA,NA,"Input",NA,NA,NA,NA,NA,5172,5172,127,5,319,0.0156739811912226
"570",2020-03-31,"NS",5763,NA,NA,NA,147,NA,0,NA,NA,NA,NA,"Input",NA,NA,NA,NA,NA,5910,5910,147,20,738,0.02710027100271
"571",2020-04-01,"NS",6591,NA,NA,NA,173,NA,0,NA,NA,NA,NA,"Input",NA,NA,NA,NA,NA,6764,6764,173,26,854,0.0304449648711944
"572",2020-04-02,"NS",7446,NA,NA,NA,193,NA,0,NA,NA,NA,NA,"Input",NA,NA,NA,NA,NA,7639,7639,193,20,875,0.0228571428571429
"573",2020-04-03,"NS",8234,NA,NA,NA,207,21,0,NA,5,NA,NA,"Input","second link for recovered and hosp data https://novascotia.ca/coronavirus/data/",NA,NA,NA,NA,8441,8441,207,14,802,0.0174563591022444
"574",2020-04-04,"NS",8964,NA,NA,NA,236,50,0,NA,4,NA,NA,"Input",NA,NA,NA,NA,NA,9200,9200,236,29,759,0.0382081686429512
"575",2020-04-05,"NS",9510,NA,NA,NA,262,53,0,NA,6,NA,NA,"Input",NA,NA,NA,NA,NA,9772,9772,262,26,572,0.0454545454545455
"576",2020-04-06,"NS",10218,NA,NA,NA,293,64,0,NA,10,NA,NA,"Input","Hosp are prevalence",NA,NA,NA,NA,10511,10511,293,31,739,0.0419485791610284
"577",2020-04-07,"NS",10621,NA,NA,NA,310,66,1,NA,11,NA,NA,"Input",NA,NA,NA,NA,NA,10931,10931,310,17,420,0.0404761904761905
"578",2020-04-08,"NS",11346,NA,NA,NA,342,77,1,NA,11,NA,NA,"Input",NA,NA,NA,NA,NA,11688,11688,342,32,757,0.0422721268163804
"579",2020-04-09,"NS",12177,NA,NA,NA,373,82,2,NA,10,4,NA,"Input",NA,NA,NA,NA,NA,12550,12550,373,31,862,0.0359628770301624
"580",2020-04-10,"NS",13014,NA,NA,NA,407,93,2,NA,8,4,NA,"Input",NA,NA,NA,NA,NA,13421,13421,407,34,871,0.0390355912743972
"581",2020-04-11,"NS",13632,NA,NA,NA,428,95,2,NA,8,4,NA,"Input",NA,NA,NA,NA,NA,14060,14060,428,21,639,0.0328638497652582
"582",2020-04-12,"NS",14295,NA,NA,NA,445,97,2,NA,9,4,NA,"Input",NA,NA,NA,NA,NA,14740,14740,445,17,680,0.025
"583",2020-04-13,"NS",15580,NA,NA,NA,474,101,3,NA,9,4,NA,"Input",NA,NA,NA,NA,NA,16054,16054,474,29,1314,0.0220700152207002
"584",2020-04-14,"NS",16755,NA,NA,NA,517,124,3,NA,10,4,NA,"Input",NA,NA,NA,NA,NA,17272,17272,517,43,1218,0.035303776683087
"585",2020-04-15,"NS",17419,NA,NA,NA,549,137,3,NA,9,4,NA,"Input",NA,NA,NA,NA,NA,17968,17968,549,32,696,0.0459770114942529
"586",2020-04-16,"NS",18453,NA,NA,NA,579,176,3,NA,11,4,NA,"Input",NA,NA,NA,NA,NA,19032,19032,579,30,1064,0.0281954887218045
"587",2020-04-17,"NS",19506,NA,NA,NA,606,177,4,NA,11,5,NA,"Input",NA,NA,NA,NA,NA,20112,20112,606,27,1080,0.025
"588",2020-04-18,"NS",20312,NA,NA,NA,649,184,7,NA,11,5,NA,"Input",NA,NA,NA,NA,NA,20961,20961,649,43,849,0.0506478209658422
"589",2020-02-14,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"590",2020-02-15,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"591",2020-02-16,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"592",2020-02-17,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"593",2020-02-18,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"594",2020-02-19,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"595",2020-02-20,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"596",2020-02-21,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"597",2020-02-22,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"598",2020-02-23,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"599",2020-02-24,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"600",2020-02-25,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"601",2020-02-26,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"602",2020-02-27,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"603",2020-02-28,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"604",2020-02-29,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"605",2020-03-01,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"606",2020-03-02,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"607",2020-03-03,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"608",2020-03-04,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"609",2020-03-05,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"610",2020-03-06,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"611",2020-03-07,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"612",2020-03-08,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"613",2020-03-09,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"614",2020-03-10,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"615",2020-03-11,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"616",2020-03-12,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"617",2020-03-13,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"618",2020-03-14,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"619",2020-03-15,"PEI",NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,"WBM",NA,NA,NA,NA,NA,1,1,1,1,1,1
"620",2020-03-16,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"621",2020-03-17,"PEI",40,NA,142,NA,1,NA,0,NA,NA,NA,NA,"WBM",NA,NA,NA,NA,NA,41,41,1,1,41,0.024390243902439
"622",2020-03-18,"PEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"623",2020-03-19,"PEI",122,NA,89,NA,2,NA,0,NA,NA,NA,NA,"https://www.princeedwardisland.ca/en/topic/covid-19",NA,NA,NA,NA,NA,124,124,2,2,124,0.0161290322580645
"624",2020-03-20,"PEI",167,NA,71,NA,2,NA,0,NA,NA,NA,NA,"Input",NA,NA,NA,NA,NA,169,169,2,0,45,0
"625",2020-03-21,"PEI",167,NA,156,NA,2,NA,0,NA,NA,NA,NA,"Input",NA,NA,NA,NA,NA,169,169,2,0,NA,NA
"626",2020-03-22,"PEI",231,NA,159,NA,3,NA,0,NA,NA,NA,NA,"Input",NA,NA,NA,NA,NA,234,234,3,1,65,0.0153846153846154
"627",2020-03-23,"PEI",231,NA,166,NA,3,NA,0,NA,NA,NA,NA,"Input",NA,NA,NA,NA,NA,234,234,3,0,NA,NA
"628",2020-03-24,"PEI",231,NA,182,NA,3,NA,0,NA,NA,NA,NA,"Input",NA,NA,NA,NA,NA,234,234,3,0,NA,NA
"629",2020-03-25,"PEI",337,NA,208,NA,5,NA,0,NA,NA,NA,NA,"Input",NA,NA,NA,NA,NA,342,342,5,2,108,0.0185185185185185
"630",2020-03-26,"PEI",339,NA,339,NA,5,NA,0,NA,NA,NA,NA,"Input",NA,NA,NA,NA,NA,344,344,5,0,2,0
"631",2020-03-27,"PEI",444,NA,167,NA,11,1,0,622,NA,NA,NA,"Input",NA,NA,NA,NA,NA,455,622,11,6,278,0.0215827338129496
"632",2020-03-28,"PEI",444,NA,167,NA,11,1,0,622,NA,NA,NA,"Input","Did not update",NA,NA,NA,NA,455,622,11,0,NA,NA
"633",2020-03-29,"PEI",444,NA,167,NA,11,1,0,622,NA,NA,NA,"Input","Did not update",NA,NA,NA,NA,455,622,11,0,NA,NA
"634",2020-03-30,"PEI",590,NA,161,NA,18,1,0,769,NA,NA,NA,"Input",NA,NA,NA,NA,NA,608,769,18,7,147,0.0476190476190476
"635",2020-03-31,"PEI",662,NA,155,NA,21,1,0,769,NA,NA,NA,"Input","Stop reporting total",NA,NA,NA,NA,683,769,21,3,NA,NA
"636",2020-04-01,"PEI",665,NA,184,NA,21,1,0,NA,NA,NA,NA,"Input","Stop reporting total",NA,NA,NA,NA,686,686,21,0,NA,NA
"637",2020-04-02,"PEI",809,NA,127,NA,22,3,0,NA,NA,NA,NA,"Input","The numbers don't seem to add up compare to yesterday; it says total cases include recovered cases",NA,NA,NA,NA,831,831,22,1,145,0.00689655172413793
"638",2020-04-03,"PEI",813,NA,264,NA,22,4,0,NA,NA,NA,NA,"Input",NA,NA,NA,NA,NA,835,835,22,0,4,0
"639",2020-04-04,"PEI",982,NA,264,NA,22,6,0,NA,NA,NA,NA,"Input",NA,NA,NA,NA,NA,1004,1004,22,0,169,0
"640",2020-04-05,"PEI",982,NA,264,NA,22,6,0,NA,NA,NA,NA,"Input","did not update",NA,NA,NA,NA,1004,1004,22,0,NA,NA
"641",2020-04-06,"PEI",984,NA,368,NA,22,8,0,NA,NA,NA,NA,"Input","Changed format",NA,NA,NA,NA,1006,1006,22,0,2,0
"642",2020-04-07,"PEI",996,NA,464,NA,22,8,0,NA,NA,NA,NA,"Input",NA,NA,NA,NA,NA,1018,1018,22,0,12,0
"643",2020-04-08,"PEI",1445,NA,105,NA,25,17,0,NA,NA,NA,NA,"Input",NA,NA,NA,NA,NA,1470,1470,25,3,452,0.00663716814159292
"644",2020-04-09,"PEI",1506,NA,99,NA,25,17,0,NA,NA,NA,NA,"Input",NA,NA,NA,NA,NA,1531,1531,25,0,61,0
"645",2020-04-10,"PEI",1506,NA,99,NA,25,17,0,NA,NA,NA,NA,"Input","did not update",NA,NA,NA,NA,1531,1531,25,0,NA,NA
"646",2020-04-11,"PEI",1641,NA,155,NA,25,17,0,NA,NA,NA,NA,"Input",NA,NA,NA,NA,NA,1666,1666,25,0,135,0
"647",2020-04-12,"PEI",1641,NA,155,NA,25,17,0,NA,NA,NA,NA,"Input","did not update",NA,NA,NA,NA,1666,1666,25,0,NA,NA
"648",2020-04-13,"PEI",1816,NA,71,NA,25,23,0,NA,NA,NA,NA,"Input",NA,NA,NA,NA,NA,1841,1841,25,0,175,0
"649",2020-04-14,"PEI",1827,NA,111,NA,25,23,0,NA,NA,NA,NA,"Input",NA,NA,NA,NA,NA,1852,1852,25,0,11,0
"650",2020-04-15,"PEI",1919,NA,112,NA,26,23,0,NA,NA,NA,NA,"Input",NA,NA,NA,NA,NA,1945,1945,26,1,93,0.010752688172043
"651",2020-04-16,"PEI",2011,NA,112,NA,26,23,0,NA,NA,NA,NA,"Input",NA,NA,NA,NA,NA,2037,2037,26,0,92,0
"652",2020-04-17,"PEI",2129,NA,29,NA,26,23,0,NA,NA,NA,NA,"Input",NA,NA,NA,NA,NA,2155,2155,26,0,118,0
"653",2020-04-18,"PEI",2172,NA,70,NA,26,23,0,NA,NA,NA,NA,"Input",NA,NA,NA,NA,NA,2198,2198,26,0,43,0
"654",2020-02-14,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"655",2020-02-15,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"656",2020-02-16,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"657",2020-02-17,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"658",2020-02-18,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"659",2020-02-19,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"660",2020-02-20,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"661",2020-02-21,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"662",2020-02-22,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"663",2020-02-23,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"664",2020-02-24,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"665",2020-02-25,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"666",2020-02-26,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"667",2020-02-27,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"668",2020-02-28,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"669",2020-02-29,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"670",2020-03-01,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"671",2020-03-02,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"672",2020-03-03,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"673",2020-03-04,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"674",2020-03-05,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"675",2020-03-06,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"676",2020-03-07,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"677",2020-03-08,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"678",2020-03-09,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"679",2020-03-10,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"680",2020-03-11,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"681",2020-03-12,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"682",2020-03-13,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"683",2020-03-14,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"684",2020-03-15,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"685",2020-03-16,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"686",2020-03-17,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"687",2020-03-18,"YT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"688",2020-03-19,"YT",NA,NA,NA,NA,NA,NA,0,398,NA,NA,NA,"https://yukon.ca/en/information-about-novel-coronavirus-yukoners",NA,NA,NA,NA,NA,0,398,0,0,398,0
"689",2020-03-20,"YT",NA,NA,NA,NA,NA,NA,0,398,NA,NA,NA,"Input",NA,NA,NA,NA,NA,0,398,0,0,NA,NA
"690",2020-03-21,"YT",NA,NA,NA,NA,NA,NA,0,398,NA,NA,NA,"Input",NA,NA,NA,NA,NA,0,398,0,0,NA,NA
"691",2020-03-22,"YT",244,NA,172,NA,2,NA,0,418,NA,NA,NA,"Input",NA,NA,NA,NA,NA,246,418,2,2,20,0.1
"692",2020-03-23,"YT",244,NA,172,NA,2,NA,0,418,NA,NA,NA,"Input","Did not update",NA,NA,NA,NA,246,418,2,0,NA,NA
"693",2020-03-24,"YT",244,NA,172,NA,2,NA,0,418,NA,NA,NA,"Input","Did not update",NA,NA,NA,NA,246,418,2,0,NA,NA
"694",2020-03-25,"YT",412,NA,102,NA,3,NA,0,517,NA,NA,NA,"Input",NA,NA,NA,NA,NA,415,517,3,1,99,0.0101010101010101
"695",2020-03-26,"YT",412,NA,102,NA,3,NA,0,517,NA,NA,NA,"Input","Did not update",NA,NA,NA,NA,415,517,3,0,NA,NA
"696",2020-03-27,"YT",556,NA,43,NA,4,NA,0,603,NA,NA,NA,"Input",NA,NA,NA,NA,NA,560,603,4,1,86,0.0116279069767442
"697",2020-03-28,"YT",556,NA,43,NA,4,NA,0,603,NA,NA,NA,"Input","Did not update",NA,NA,NA,NA,560,603,4,0,NA,NA
"698",2020-03-29,"YT",556,NA,43,NA,4,NA,0,603,NA,NA,NA,"Input","Did not update",NA,NA,NA,NA,560,603,4,0,NA,NA
"699",2020-03-30,"YT",593,NA,90,NA,5,NA,0,688,NA,NA,NA,"Input",NA,NA,NA,NA,NA,598,688,5,1,85,0.0117647058823529
"700",2020-03-31,"YT",593,NA,90,NA,5,NA,0,688,NA,NA,NA,"Input","Did not update",NA,NA,NA,NA,598,688,5,0,NA,NA
"701",2020-04-01,"YT",690,NA,26,NA,6,3,0,722,NA,NA,NA,"Input","Is positives here cumulative and not prevalence? the numbers add up with I don't include recovery",NA,NA,NA,NA,696,722,6,1,34,0.0294117647058824
"702",2020-04-02,"YT",690,NA,26,NA,6,3,0,722,NA,NA,NA,"Input","did not update",NA,NA,NA,NA,696,722,6,0,NA,NA
"703",2020-04-03,"YT",694,NA,53,NA,6,4,0,753,NA,NA,NA,"Input",NA,NA,NA,NA,NA,700,753,6,0,31,0
"704",2020-04-04,"YT",694,NA,53,NA,6,4,0,753,NA,NA,NA,"Input","did not update",NA,NA,NA,NA,700,753,6,0,NA,NA
"705",2020-04-05,"YT",694,NA,53,NA,6,4,0,753,NA,NA,NA,"Input","did not update",NA,NA,NA,NA,700,753,6,0,NA,NA
"706",2020-04-06,"YT",740,NA,28,NA,7,4,0,775,NA,NA,NA,"Input",NA,NA,NA,NA,NA,747,775,7,1,22,0.0454545454545455
"707",2020-04-07,"YT",740,NA,28,NA,7,4,0,775,NA,NA,NA,"Input","did not update",NA,NA,NA,NA,747,775,7,0,NA,NA
"708",2020-04-08,"YT",767,NA,19,NA,8,4,0,794,NA,NA,NA,"Input",NA,NA,NA,NA,NA,775,794,8,1,19,0.0526315789473684
"709",2020-04-09,"YT",767,NA,19,NA,8,4,0,794,NA,NA,NA,"Input","did not update",NA,NA,NA,NA,775,794,8,0,NA,NA
"710",2020-04-10,"YT",767,NA,19,NA,8,4,0,794,NA,NA,NA,"Input","did not update",NA,NA,NA,NA,775,794,8,0,NA,NA
"711",2020-04-11,"YT",767,NA,19,NA,8,4,0,794,NA,NA,NA,"Input","did not update",NA,NA,NA,NA,775,794,8,0,NA,NA
"712",2020-04-12,"YT",767,NA,19,NA,8,4,0,794,NA,NA,NA,"Input","did not update",NA,NA,NA,NA,775,794,8,0,NA,NA
"713",2020-04-13,"YT",806,NA,18,NA,8,6,0,832,NA,NA,NA,"Input",NA,NA,NA,NA,NA,814,832,8,0,38,0
"714",2020-04-14,"YT",806,NA,18,NA,8,6,0,832,NA,NA,NA,"Input",NA,NA,NA,NA,NA,814,832,8,0,NA,NA
"715",2020-04-15,"YT",823,NA,10,NA,8,6,0,841,NA,NA,NA,"Input",NA,NA,NA,NA,NA,831,841,8,0,9,0
"716",2020-04-16,"YT",823,NA,10,NA,8,6,0,841,NA,NA,NA,"Input","did not update",NA,NA,NA,NA,831,841,8,0,NA,NA
"717",2020-04-17,"YT",823,NA,4,NA,9,7,0,852,NA,NA,NA,"Input",NA,NA,NA,NA,NA,832,852,9,1,11,0.0909090909090909
"718",2020-04-18,"YT",843,NA,7,NA,9,8,0,859,NA,NA,NA,"Input",NA,NA,NA,NA,NA,852,859,9,0,7,0
"719",2020-02-14,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"720",2020-02-15,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"721",2020-02-16,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"722",2020-02-17,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"723",2020-02-18,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"724",2020-02-19,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"725",2020-02-20,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"726",2020-02-21,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"727",2020-02-22,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"728",2020-02-23,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"729",2020-02-24,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"730",2020-02-25,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"731",2020-02-26,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"732",2020-02-27,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"733",2020-02-28,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"734",2020-02-29,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"735",2020-03-01,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"736",2020-03-02,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"737",2020-03-03,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
